epoch,lr,epoch_time,train_loss,train_accuracy,train_precision,train_recall,train_f1,train_auroc,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_auroc
1,0.0002926829491861254,2.6974730491638184,0.619525134563446,0.75,0.0,0.0,0.0,0.33333333333333337,0.4618644714355469,1.0,0.0,0.0,0.0,nan
2,9.757729755661011e-05,1.422013759613037,0.8675628304481506,0.25,0.0,0.0,0.0,0.3333333333333333,0.5589027106761932,0.875,0.0,0.0,0.0,nan
3,9.05463412215599e-05,0.7596359252929688,0.640725702047348,0.5,0.0,0.0,0.0,0.6666666666666667,0.6240600347518921,0.875,0.0,0.0,0.0,nan
